x,y,NDVI
401505.0,4751595.0,0.52517337
401535.0,4751595.0,0.5420951
401565.0,4751595.0,0.54739773
401595.0,4751595.0,0.56174403
401625.0,4751595.0,0.5181615
401655.0,4751595.0,0.50348157
401685.0,4751595.0,0.50047684
401715.0,4751595.0,0.5406139
401745.0,4751595.0,0.5296761
401775.0,4751595.0,0.44980636
401805.0,4751595.0,0.5122547
401835.0,4751595.0,0.5287505
401865.0,4751595.0,0.4505171
401895.0,4751595.0,0.5126882
401925.0,4751595.0,0.56799763
401955.0,4751595.0,0.553373
401985.0,4751595.0,0.54556894
402015.0,4751595.0,0.54239506
402045.0,4751595.0,0.55854475
402075.0,4751595.0,0.6167897
402105.0,4751595.0,0.6189185
402135.0,4751595.0,0.61674446
402165.0,4751595.0,0.61899406
402195.0,4751595.0,0.6193246
402225.0,4751595.0,0.59543806
402255.0,4751595.0,0.5824777
402285.0,4751595.0,0.5542441
402315.0,4751595.0,0.43782955
402345.0,4751595.0,0.3557394
402375.0,4751595.0,0.34559926
402405.0,4751595.0,0.10877925
402435.0,4751595.0,0.09804244
402465.0,4751595.0,0.17525528
402495.0,4751595.0,0.27664655
402525.0,4751595.0,0.34688708
402555.0,4751595.0,0.41465482
402585.0,4751595.0,0.54106826
402615.0,4751595.0,0.5405834
402645.0,4751595.0,0.55612713
402675.0,4751595.0,0.5674647
402705.0,4751595.0,0.56033415
402735.0,4751595.0,0.5625978
402765.0,4751595.0,0.57973975
402795.0,4751595.0,0.578488
402825.0,4751595.0,0.5676374
402855.0,4751595.0,0.5517427
402885.0,4751595.0,0.5358779
402915.0,4751595.0,0.53917295
402945.0,4751595.0,0.53568107
402975.0,4751595.0,0.5125094
403005.0,4751595.0,0.5004868
403035.0,4751595.0,0.5040316
403065.0,4751595.0,0.52159935
403095.0,4751595.0,0.5476316
403125.0,4751595.0,0.55468875
403155.0,4751595.0,0.5800768
403185.0,4751595.0,0.57306254
403215.0,4751595.0,0.5624753
403245.0,4751595.0,0.5710211
403275.0,4751595.0,0.55628896
403305.0,4751595.0,0.5114065
403335.0,4751595.0,0.50677526
403365.0,4751595.0,0.5249763
403395.0,4751595.0,0.5415311
403425.0,4751595.0,0.5441473
403455.0,4751595.0,0.53595567
395865.0,4751565.0,0.5603136
395895.0,4751565.0,0.5705155
395925.0,4751565.0,0.45769244
395955.0,4751565.0,0.48979163
395985.0,4751565.0,0.49370706
396015.0,4751565.0,0.48621067
396045.0,4751565.0,0.49494526
396075.0,4751565.0,0.505867
396105.0,4751565.0,0.49432704
396135.0,4751565.0,0.5011204
396165.0,4751565.0,0.5519102
396195.0,4751565.0,0.55361414
396225.0,4751565.0,0.5404641
396255.0,4751565.0,0.55444896
396285.0,4751565.0,0.56496584
396315.0,4751565.0,0.5692704
396345.0,4751565.0,0.5606167
396375.0,4751565.0,0.5582834
396405.0,4751565.0,0.5468482
396435.0,4751565.0,0.5601079
396465.0,4751565.0,0.5855285
396495.0,4751565.0,0.47679123
396525.0,4751565.0,0.42875788
396555.0,4751565.0,0.47479007
396585.0,4751565.0,0.4748658
396615.0,4751565.0,0.50091916
396645.0,4751565.0,0.5113739
396675.0,4751565.0,0.5323741
396705.0,4751565.0,0.5438919
396735.0,4751565.0,0.51910186
396765.0,4751565.0,0.5144725
396795.0,4751565.0,0.51473117
396825.0,4751565.0,0.53575456
396855.0,4751565.0,0.5541694
396885.0,4751565.0,0.5262985
396915.0,4751565.0,0.50024104
396945.0,4751565.0,0.5615583
396975.0,4751565.0,0.5749077
397005.0,4751565.0,0.5815856
397035.0,4751565.0,0.56726927
397065.0,4751565.0,0.5430852
397095.0,4751565.0,0.5637654
397125.0,4751565.0,0.50625396
397155.0,4751565.0,0.45282254
397185.0,4751565.0,0.3580741
397215.0,4751565.0,0.45236713
397245.0,4751565.0,0.44874984
397275.0,4751565.0,0.4998443
397305.0,4751565.0,0.51746374
397335.0,4751565.0,0.50580627
397365.0,4751565.0,0.47106144
397395.0,4751565.0,0.54989535
397425.0,4751565.0,0.5366219
397455.0,4751565.0,0.51324606
397485.0,4751565.0,0.48947755
397515.0,4751565.0,0.495725
397545.0,4751565.0,0.44382235
397575.0,4751565.0,0.45543554
397605.0,4751565.0,0.52791154
397635.0,4751565.0,0.55909103
397665.0,4751565.0,0.5580938
397695.0,4751565.0,0.55262727
397725.0,4751565.0,0.5665615
397755.0,4751565.0,0.58323735
397785.0,4751565.0,0.57972294
397815.0,4751565.0,0.5847577
397845.0,4751565.0,0.58461034
397875.0,4751565.0,0.59274215
397905.0,4751565.0,0.60215586
397935.0,4751565.0,0.5937917
397965.0,4751565.0,0.5941541
397995.0,4751565.0,0.5395276
398025.0,4751565.0,0.30446237
398055.0,4751565.0,0.24031061
398085.0,4751565.0,0.40827695
398115.0,4751565.0,0.50664765
398145.0,4751565.0,0.49004564
398175.0,4751565.0,0.49873695
398205.0,4751565.0,0.5211804
398235.0,4751565.0,0.5305479
398265.0,4751565.0,0.45203292
398295.0,4751565.0,0.32075918
398325.0,4751565.0,0.37703672
398355.0,4751565.0,0.43344364
398385.0,4751565.0,0.44800028
398415.0,4751565.0,0.46171084
398445.0,4751565.0,0.46053007
398475.0,4751565.0,0.46514612
398505.0,4751565.0,0.47503445
398535.0,4751565.0,0.48527262
398565.0,4751565.0,0.46600106
398595.0,4751565.0,0.44097048
398625.0,4751565.0,0.36832288
398655.0,4751565.0,0.42702284
398685.0,4751565.0,0.58814555
398715.0,4751565.0,0.5160082
398745.0,4751565.0,0.28154722
398775.0,4751565.0,0.11872753
398805.0,4751565.0,0.112674825
398835.0,4751565.0,0.10643617
398865.0,4751565.0,0.115950204
398895.0,4751565.0,0.13581336
398925.0,4751565.0,0.1398932
398955.0,4751565.0,0.26855916
398985.0,4751565.0,0.47036588
399015.0,4751565.0,0.527427
399045.0,4751565.0,0.53495485
399075.0,4751565.0,0.50879556
399105.0,4751565.0,0.5165115
399135.0,4751565.0,0.54314846
399165.0,4751565.0,0.5307118
399195.0,4751565.0,0.5281796
399225.0,4751565.0,0.49101874
399255.0,4751565.0,0.51594585
399285.0,4751565.0,0.54443014
399315.0,4751565.0,0.55457765
399345.0,4751565.0,0.4814744
399375.0,4751565.0,0.48078907
399405.0,4751565.0,0.4917366
399435.0,4751565.0,0.49328783
399465.0,4751565.0,0.51290244
399495.0,4751565.0,0.42834547
399525.0,4751565.0,0.35062537
399555.0,4751565.0,0.41744912
399585.0,4751565.0,0.47752735
399615.0,4751565.0,0.49364254
399645.0,4751565.0,0.50642395
399675.0,4751565.0,0.5323931
399705.0,4751565.0,0.4759893
399735.0,4751565.0,0.46498942
399765.0,4751565.0,0.37832215
399795.0,4751565.0,0.26515475
399825.0,4751565.0,0.2497102
399855.0,4751565.0,0.25262943
399885.0,4751565.0,0.24320053
399915.0,4751565.0,0.24796546
399945.0,4751565.0,0.24789742
399975.0,4751565.0,0.2381962
400005.0,4751565.0,0.24230722
400035.0,4751565.0,0.24530149
400065.0,4751565.0,0.23912327
400095.0,4751565.0,0.19633663
400125.0,4751565.0,0.15453441
400155.0,4751565.0,0.13533731
400185.0,4751565.0,0.23965763
400215.0,4751565.0,0.37664545
400245.0,4751565.0,0.32966754
400275.0,4751565.0,0.4313896
400305.0,4751565.0,0.32413635
400335.0,4751565.0,0.41115773
400365.0,4751565.0,0.35028878
400395.0,4751565.0,0.30613875
400425.0,4751565.0,0.30393395
400455.0,4751565.0,0.32589236
400485.0,4751565.0,0.49400166
400515.0,4751565.0,0.5527107
400545.0,4751565.0,0.5706024
400575.0,4751565.0,0.57420886
400605.0,4751565.0,0.5002848
400635.0,4751565.0,0.48424903
400665.0,4751565.0,0.5123959
400695.0,4751565.0,0.55717564
400725.0,4751565.0,0.5547354
400755.0,4751565.0,0.5507199
400785.0,4751565.0,0.5471127
400815.0,4751565.0,0.53898513
400845.0,4751565.0,0.55202115
400875.0,4751565.0,0.56649435
400905.0,4751565.0,0.51309067
400935.0,4751565.0,0.3954884
400965.0,4751565.0,0.4005262
400995.0,4751565.0,0.41369295
401025.0,4751565.0,0.25884876
401055.0,4751565.0,0.25360808
401085.0,4751565.0,0.27630186
401115.0,4751565.0,0.36172935
401145.0,4751565.0,0.39108944
401175.0,4751565.0,0.28537253
401205.0,4751565.0,0.39524558
401235.0,4751565.0,0.5308149
401265.0,4751565.0,0.39169303
401295.0,4751565.0,0.37033704
401325.0,4751565.0,0.41560346
401355.0,4751565.0,0.5143643
401385.0,4751565.0,0.40892747
401415.0,4751565.0,0.3858877
401445.0,4751565.0,0.5132789
401475.0,4751565.0,0.527843
401505.0,4751565.0,0.535127
401535.0,4751565.0,0.53620183
401565.0,4751565.0,0.484999
401595.0,4751565.0,0.51928955
401625.0,4751565.0,0.53245974
401655.0,4751565.0,0.5201564
401685.0,4751565.0,0.51779616
401715.0,4751565.0,0.5375681
401745.0,4751565.0,0.4916582
401775.0,4751565.0,0.4356772
401805.0,4751565.0,0.43830565
401835.0,4751565.0,0.51351166
401865.0,4751565.0,0.43615943
401895.0,4751565.0,0.50045335
401925.0,4751565.0,0.56222206
401955.0,4751565.0,0.5512699
401985.0,4751565.0,0.52413327
402015.0,4751565.0,0.49076295
402045.0,4751565.0,0.53761137
402075.0,4751565.0,0.59830034
402105.0,4751565.0,0.60308135
402135.0,4751565.0,0.6028305
402165.0,4751565.0,0.60805297
402195.0,4751565.0,0.60489774
402225.0,4751565.0,0.60488
402255.0,4751565.0,0.61883014
402285.0,4751565.0,0.60111344
402315.0,4751565.0,0.49957597
402345.0,4751565.0,0.41082615
402375.0,4751565.0,0.31565213
402405.0,4751565.0,0.14635451
402435.0,4751565.0,0.067499466
402465.0,4751565.0,0.036430713
402495.0,4751565.0,0.12719154
402525.0,4751565.0,0.23194763
402555.0,4751565.0,0.32189474
402585.0,4751565.0,0.49108317
402615.0,4751565.0,0.5445131
402645.0,4751565.0,0.55960494
402675.0,4751565.0,0.5652471
402705.0,4751565.0,0.5612973
402735.0,4751565.0,0.5657613
402765.0,4751565.0,0.58082694
402795.0,4751565.0,0.5764013
402825.0,4751565.0,0.5663339
402855.0,4751565.0,0.55393374
402885.0,4751565.0,0.5405842
402915.0,4751565.0,0.548158
402945.0,4751565.0,0.5459233
402975.0,4751565.0,0.5217909
403005.0,4751565.0,0.49989265
403035.0,4751565.0,0.5092516
403065.0,4751565.0,0.5169095
403095.0,4751565.0,0.5678551
403125.0,4751565.0,0.57909036
403155.0,4751565.0,0.57837933
403185.0,4751565.0,0.56131274
403215.0,4751565.0,0.5675478
403245.0,4751565.0,0.58263236
403275.0,4751565.0,0.58045435
403305.0,4751565.0,0.5156572
403335.0,4751565.0,0.50349796
403365.0,4751565.0,0.5231815
403395.0,4751565.0,0.53006417
403425.0,4751565.0,0.5425674
403455.0,4751565.0,0.5572705
395865.0,4751535.0,0.5416756
395895.0,4751535.0,0.41630256
395925.0,4751535.0,0.41095063
395955.0,4751535.0,0.4856579
395985.0,4751535.0,0.48962322
396015.0,4751535.0,0.49264264
396045.0,4751535.0,0.47893727
396075.0,4751535.0,0.48393667
396105.0,4751535.0,0.49149695
396135.0,4751535.0,0.4834391
396165.0,4751535.0,0.5383653
396195.0,4751535.0,0.54371715
396225.0,4751535.0,0.4918811
396255.0,4751535.0,0.5257497
396285.0,4751535.0,0.55907774
396315.0,4751535.0,0.55888546
396345.0,4751535.0,0.5680684
396375.0,4751535.0,0.5638694
396405.0,4751535.0,0.55146646
396435.0,4751535.0,0.56990725
396465.0,4751535.0,0.5882265
396495.0,4751535.0,0.5179439
396525.0,4751535.0,0.43663102
396555.0,4751535.0,0.5127448
396585.0,4751535.0,0.51639205
396615.0,4751535.0,0.53658617
396645.0,4751535.0,0.54436326
396675.0,4751535.0,0.54624224
396705.0,4751535.0,0.55876935
396735.0,4751535.0,0.55433553
396765.0,4751535.0,0.5528135
396795.0,4751535.0,0.54427385
396825.0,4751535.0,0.55519295
396855.0,4751535.0,0.55394053
396885.0,4751535.0,0.53525275
396915.0,4751535.0,0.44618884
396945.0,4751535.0,0.5644195
396975.0,4751535.0,0.57249624
397005.0,4751535.0,0.5849545
397035.0,4751535.0,0.58292973
397065.0,4751535.0,0.55347127
397095.0,4751535.0,0.54798037
397125.0,4751535.0,0.437156
397155.0,4751535.0,0.39800286
397185.0,4751535.0,0.335693
397215.0,4751535.0,0.42409444
397245.0,4751535.0,0.29480603
397275.0,4751535.0,0.46980906
397305.0,4751535.0,0.5034036
397335.0,4751535.0,0.50836307
397365.0,4751535.0,0.4950099
397395.0,4751535.0,0.52849936
397425.0,4751535.0,0.5285254
397455.0,4751535.0,0.5139788
397485.0,4751535.0,0.4984138
397515.0,4751535.0,0.48037985
397545.0,4751535.0,0.44860563
397575.0,4751535.0,0.4824969
397605.0,4751535.0,0.5426864
397635.0,4751535.0,0.57370454
397665.0,4751535.0,0.58605325
397695.0,4751535.0,0.52933735
397725.0,4751535.0,0.53348327
397755.0,4751535.0,0.5850066
397785.0,4751535.0,0.58560395
397815.0,4751535.0,0.5828221
397845.0,4751535.0,0.58280915
397875.0,4751535.0,0.5923507
397905.0,4751535.0,0.59470004
397935.0,4751535.0,0.588752
397965.0,4751535.0,0.5939262
397995.0,4751535.0,0.56518257
398025.0,4751535.0,0.32128876
398055.0,4751535.0,0.21658294
398085.0,4751535.0,0.41034147
398115.0,4751535.0,0.47459814
398145.0,4751535.0,0.44915193
398175.0,4751535.0,0.5167674
398205.0,4751535.0,0.5290977
398235.0,4751535.0,0.5235535
398265.0,4751535.0,0.3968886
398295.0,4751535.0,0.36021277
398325.0,4751535.0,0.4214059
398355.0,4751535.0,0.4393576
398385.0,4751535.0,0.44690698
398415.0,4751535.0,0.47946647
398445.0,4751535.0,0.45250306
398475.0,4751535.0,0.45977464
398505.0,4751535.0,0.49268627
398535.0,4751535.0,0.49966496
398565.0,4751535.0,0.47412637
398595.0,4751535.0,0.49106994
398625.0,4751535.0,0.4202037
398655.0,4751535.0,0.41286835
398685.0,4751535.0,0.47879854
398715.0,4751535.0,0.3391089
398745.0,4751535.0,0.17992622
398775.0,4751535.0,0.13157436
398805.0,4751535.0,0.108030684
398835.0,4751535.0,0.08784458
398865.0,4751535.0,0.09814494
398895.0,4751535.0,0.13534546
398925.0,4751535.0,0.22560301
398955.0,4751535.0,0.4002008
398985.0,4751535.0,0.48529747
399015.0,4751535.0,0.4911456
399045.0,4751535.0,0.54453087
399075.0,4751535.0,0.53412193
399105.0,4751535.0,0.5075873
399135.0,4751535.0,0.5508763
399165.0,4751535.0,0.4705032
399195.0,4751535.0,0.49786
399225.0,4751535.0,0.5026183
399255.0,4751535.0,0.49929622
399285.0,4751535.0,0.5060401
399315.0,4751535.0,0.50992787
399345.0,4751535.0,0.51788145
399375.0,4751535.0,0.5207744
399405.0,4751535.0,0.5231978
399435.0,4751535.0,0.5101109
399465.0,4751535.0,0.53010875
399495.0,4751535.0,0.4666068
399525.0,4751535.0,0.38601214
399555.0,4751535.0,0.47386205
399585.0,4751535.0,0.49833888
399615.0,4751535.0,0.52383345
399645.0,4751535.0,0.4993839
399675.0,4751535.0,0.553666
399705.0,4751535.0,0.5101838
399735.0,4751535.0,0.5031516
399765.0,4751535.0,0.5000342
399795.0,4751535.0,0.391419
399825.0,4751535.0,0.39840806
399855.0,4751535.0,0.36955348
399885.0,4751535.0,0.327895
399915.0,4751535.0,0.32283947
399945.0,4751535.0,0.3312469
399975.0,4751535.0,0.32554746
400005.0,4751535.0,0.2955316
400035.0,4751535.0,0.27167213
400065.0,4751535.0,0.25380358
400095.0,4751535.0,0.15888986
400125.0,4751535.0,0.14658487
400155.0,4751535.0,0.16110913
400185.0,4751535.0,0.16168423
400215.0,4751535.0,0.2092507
400245.0,4751535.0,0.24117799
400275.0,4751535.0,0.3526037
400305.0,4751535.0,0.2655025
400335.0,4751535.0,0.323757
400365.0,4751535.0,0.43026227
400395.0,4751535.0,0.4011632
400425.0,4751535.0,0.39540532
400455.0,4751535.0,0.39844626
400485.0,4751535.0,0.37084967
400515.0,4751535.0,0.4881672
400545.0,4751535.0,0.5066713
400575.0,4751535.0,0.5116208
400605.0,4751535.0,0.524568
400635.0,4751535.0,0.5105411
400665.0,4751535.0,0.5294342
400695.0,4751535.0,0.57685125
400725.0,4751535.0,0.5792534
400755.0,4751535.0,0.58817035
400785.0,4751535.0,0.57758147
400815.0,4751535.0,0.5597174
400845.0,4751535.0,0.5582562
400875.0,4751535.0,0.57547253
400905.0,4751535.0,0.5568118
400935.0,4751535.0,0.49864212
400965.0,4751535.0,0.44463667
400995.0,4751535.0,0.44647697
401025.0,4751535.0,0.26322648
401055.0,4751535.0,0.25053498
401085.0,4751535.0,0.2795355
401115.0,4751535.0,0.3494887
401145.0,4751535.0,0.37797266
401175.0,4751535.0,0.3081358
401205.0,4751535.0,0.39613777
401235.0,4751535.0,0.5418475
401265.0,4751535.0,0.45698726
401295.0,4751535.0,0.42035306
401325.0,4751535.0,0.42371368
401355.0,4751535.0,0.41711786
401385.0,4751535.0,0.41369212
401415.0,4751535.0,0.49585202
401445.0,4751535.0,0.48168853
401475.0,4751535.0,0.427779
401505.0,4751535.0,0.46733958
401535.0,4751535.0,0.5077468
401565.0,4751535.0,0.4858735
401595.0,4751535.0,0.48589236
401625.0,4751535.0,0.5223277
401655.0,4751535.0,0.53459203
401685.0,4751535.0,0.5311188
401715.0,4751535.0,0.52659976
401745.0,4751535.0,0.51672554
401775.0,4751535.0,0.51985997
401805.0,4751535.0,0.5260536
401835.0,4751535.0,0.51299846
401865.0,4751535.0,0.48167896
401895.0,4751535.0,0.47918606
401925.0,4751535.0,0.534028
401955.0,4751535.0,0.52797943
401985.0,4751535.0,0.51525533
402015.0,4751535.0,0.50884885
402045.0,4751535.0,0.5272083
402075.0,4751535.0,0.54032874
402105.0,4751535.0,0.5430121
402135.0,4751535.0,0.54659766
402165.0,4751535.0,0.56256855
402195.0,4751535.0,0.5712722
402225.0,4751535.0,0.5968334
402255.0,4751535.0,0.5973503
402285.0,4751535.0,0.58515775
402315.0,4751535.0,0.45699704
402345.0,4751535.0,0.53506726
402375.0,4751535.0,0.53564507
402405.0,4751535.0,0.4869665
402435.0,4751535.0,0.37457135
402465.0,4751535.0,0.21953446
402495.0,4751535.0,0.12937143
402525.0,4751535.0,0.09332101
402555.0,4751535.0,0.2822578
402585.0,4751535.0,0.5153446
402615.0,4751535.0,0.5521651
402645.0,4751535.0,0.55334365
402675.0,4751535.0,0.55908215
402705.0,4751535.0,0.5692036
402735.0,4751535.0,0.5651287
402765.0,4751535.0,0.57755446
402795.0,4751535.0,0.5718951
402825.0,4751535.0,0.5613577
402855.0,4751535.0,0.55223036
402885.0,4751535.0,0.54917985
402915.0,4751535.0,0.53687036
402945.0,4751535.0,0.5295844
402975.0,4751535.0,0.5169165
403005.0,4751535.0,0.49998462
403035.0,4751535.0,0.502498
403065.0,4751535.0,0.5057335
403095.0,4751535.0,0.5486042
403125.0,4751535.0,0.5738311
403155.0,4751535.0,0.5711043
403185.0,4751535.0,0.5698735
403215.0,4751535.0,0.55689186
403245.0,4751535.0,0.56192845
403275.0,4751535.0,0.5568101
403305.0,4751535.0,0.4962839
403335.0,4751535.0,0.52190137
403365.0,4751535.0,0.52712995
403395.0,4751535.0,0.5232644
403425.0,4751535.0,0.52838254
403455.0,4751535.0,0.5549973
395865.0,4751505.0,0.5218344
395895.0,4751505.0,0.42251402
395925.0,4751505.0,0.37634486
395955.0,4751505.0,0.41057542
395985.0,4751505.0,0.4070609
396015.0,4751505.0,0.37011337
396045.0,4751505.0,0.38921046
396075.0,4751505.0,0.42948484
396105.0,4751505.0,0.44552514
396135.0,4751505.0,0.454042
396165.0,4751505.0,0.52060455
396195.0,4751505.0,0.54711217
396225.0,4751505.0,0.5174931
396255.0,4751505.0,0.5434532
396285.0,4751505.0,0.5549153
396315.0,4751505.0,0.5602081
396345.0,4751505.0,0.5659719
396375.0,4751505.0,0.56107026
396405.0,4751505.0,0.5526341
396435.0,4751505.0,0.5717003
396465.0,4751505.0,0.5741768
396495.0,4751505.0,0.5116814
396525.0,4751505.0,0.44011375
396555.0,4751505.0,0.47752985
396585.0,4751505.0,0.46511135
396615.0,4751505.0,0.50548
396645.0,4751505.0,0.5249381
396675.0,4751505.0,0.52088344
396705.0,4751505.0,0.5467642
396735.0,4751505.0,0.54817146
396765.0,4751505.0,0.5459515
396795.0,4751505.0,0.552996
396825.0,4751505.0,0.552281
396855.0,4751505.0,0.538511
396885.0,4751505.0,0.5221169
396915.0,4751505.0,0.4597306
396945.0,4751505.0,0.49121913
396975.0,4751505.0,0.56377774
397005.0,4751505.0,0.58173734
397035.0,4751505.0,0.5834491
397065.0,4751505.0,0.5475514
397095.0,4751505.0,0.49398896
397125.0,4751505.0,0.43091318
397155.0,4751505.0,0.3827788
397185.0,4751505.0,0.3811183
397215.0,4751505.0,0.48530963
397245.0,4751505.0,0.44474834
397275.0,4751505.0,0.45830357
397305.0,4751505.0,0.48136166
397335.0,4751505.0,0.47451058
397365.0,4751505.0,0.44106373
397395.0,4751505.0,0.48418507
397425.0,4751505.0,0.5069774
397455.0,4751505.0,0.4874836
397485.0,4751505.0,0.4786883
397515.0,4751505.0,0.45551
397545.0,4751505.0,0.47025838
397575.0,4751505.0,0.5205835
397605.0,4751505.0,0.55041313
397635.0,4751505.0,0.56663257
397665.0,4751505.0,0.5624714
