SiteID,DEM
1,1551.1300048828125
2,2308.68994140625
3,1689.9300537109375
4,1822.1700439453125
5,1758.6800537109375
6,2517.139892578125
7,2517.139892578125
8,1404.97998046875
9,1404.97998046875
10,1404.97998046875
11,1317.9200439453125
12,1221.199951171875
13,1221.199951171875
14,1221.199951171875
15,2424.139892578125
16,3471.050048828125
17,1353.52001953125
18,1353.52001953125
19,1353.52001953125
20,1235.010009765625
21,2692.3701171875
22,3000.699951171875
23,1400.3199462890625
24,2860.6201171875
25,2229.56005859375
26,2328.449951171875
27,2328.449951171875
28,2416.590087890625
29,3124.8701171875
30,2224.419921875
31,1917.9000244140625
32,2534.300048828125
33,1909.5999755859375
34,1708.97998046875
35,1682.0999755859375
36,2684.260009765625
37,2684.260009765625
38,2684.260009765625
39,2049.090087890625
40,1810.280029296875
41,2105.47998046875
42,1728.27001953125
43,1728.27001953125
44,1728.27001953125
45,1928.31005859375
46,2044.1400146484375
47,2782.050048828125
48,3013.669921875
49,2630.969970703125
50,2662.219970703125
51,2662.219970703125
52,2662.219970703125
53,2722.1298828125
54,2777.409912109375
55,2571.25
56,2992.820068359375
57,2723.780029296875
58,1817.1600341796875
59,2515.320068359375
60,2515.320068359375
61,2826.739990234375
62,2826.739990234375
63,2826.739990234375
64,1338.1199951171875
65,1251.510009765625
66,1251.510009765625
67,1251.510009765625
68,1190.8800048828125
69,1218.510009765625
70,1387.3900146484375
71,1387.3900146484375
72,1387.3900146484375
73,1277.8399658203125
74,3376.360107421875
75,3376.360107421875
76,2739.77001953125
77,2753.6201171875
78,2421.300048828125
79,2302.739990234375
80,1650.6600341796875
81,2380.919921875
82,2045.530029296875
83,1499.300048828125
84,1306.72998046875
85,1306.72998046875
86,1306.72998046875
87,1306.72998046875
88,1212.8299560546875
89,1212.8299560546875
90,2591.18994140625
91,2516.75
92,2516.75
93,2516.75
94,1713.530029296875
95,2358.1201171875
96,3232.159912109375
97,2183.280029296875
98,1885.530029296875
99,2219.550048828125
100,2076.8701171875
101,1998.1600341796875
102,1998.1600341796875
103,1998.1600341796875
104,2264.5400390625
105,2326.659912109375
106,2581.47998046875
107,1969.1300048828125
108,1341.31005859375
109,1341.31005859375
110,1341.31005859375
111,1398.6500244140625
112,2689.22998046875
113,2825.110107421875
114,3095.489990234375
115,2851.56005859375
116,2851.56005859375
117,2851.56005859375
118,1164.260009765625
119,1161.6500244140625
120,1134.02001953125
121,1146.489990234375
122,2237.909912109375
123,2237.909912109375
124,2237.909912109375
125,2268.3701171875
126,2954.1201171875
127,3123.389892578125
128,2990.3798828125
129,2320.81005859375
130,2320.81005859375
131,2202.1298828125
132,2675.31005859375
133,2166.2900390625
134,3063.06005859375
135,2439.06005859375
136,2439.06005859375
137,2439.06005859375
138,2575.2099609375
139,2301.239990234375
140,2301.239990234375
141,2301.239990234375
142,2876.929931640625
143,3618.02001953125
144,2484.0
145,2484.0
146,2602.429931640625
147,1487.530029296875
148,1319.43994140625
149,1507.0899658203125
150,1414.1500244140625
151,1414.1500244140625
152,1414.1500244140625
153,1635.2099609375
154,1457.199951171875
155,1326.949951171875
156,1256.6500244140625
157,1178.5999755859375
158,1178.5999755859375
159,1178.5999755859375
160,323.6610107421875
161,323.6610107421875
162,323.6610107421875
163,329.9679870605469
164,466.35198974609375
165,474.0150146484375
166,600.5230102539062
167,600.5230102539062
168,600.5230102539062
169,566.4099731445312
170,343.7300109863281
171,343.7300109863281
172,343.7300109863281
173,313.8299865722656
174,313.8299865722656
175,387.9330139160156
176,443.19000244140625
177,433.20599365234375
178,417.46099853515625
179,406.9049987792969
180,406.9049987792969
181,406.9049987792969
182,277.6629943847656
183,1119.699951171875
184,1056.050048828125
185,1030.47998046875
186,750.3629760742188
187,750.3629760742188
188,750.3629760742188
189,469.864990234375
190,319.3800048828125
191,821.1589965820312
192,801.052978515625
193,372.87701416015625
194,298.0539855957031
195,542.176025390625
196,456.9070129394531
197,799.43798828125
198,782.7160034179688
199,728.6290283203125
200,782.8870239257812
201,744.1820068359375
202,723.0590209960938
203,729.718017578125
204,729.718017578125
205,729.718017578125
206,858.2680053710938
207,352.0820007324219
208,313.1700134277344
209,313.1700134277344
210,1038.989990234375
211,414.6340026855469
212,472.97601318359375
213,472.97601318359375
214,472.97601318359375
215,924.60498046875
216,296.39300537109375
217,533.572998046875
218,909.0390014648438
219,909.0390014648438
220,909.0390014648438
221,484.6889953613281
222,699.2559814453125
223,269.3349914550781
224,851.2310180664062
225,848.8660278320312
226,848.8660278320312
227,848.8660278320312
228,446.27801513671875
229,953.5599975585938
230,953.5599975585938
231,953.5599975585938
