FIDs,FIPS,code,X,Y,cancer,poverty,smoking,PM25,NO2,SO2
531,51099.0,VA,1622210.5984804477,1854839.1832332057,66.37797930642857,30.021428571428572,26.914285714285715,12.164285714285715,0.6959285714285713,0.013498551499999997
393,42047.0,PA,1431155.36303039,2177641.10597873,69.53152105,15.257142857142854,24.25,13.5,3.8225714285714294,0.17116813035714287
396,42053.0,PA,1381551.3097738966,2178527.8725912822,104.01049316214286,23.214285714285715,29.28571428571428,11.531428571428572,0.6121428571428572,0.010962330714285715
125,13247.0,GA,1099839.1627231548,1245707.8272567205,57.14720858428571,9.5,18.935714285714287,13.822857142857144,4.009785714285714,0.2036449102857143
409,42079.0,PA,1653351.8209474653,2193500.0349479225,74.18737159571428,21.935714285714287,27.921428571428574,12.49928571428571,0.6606428571428571,0.008858818285714287
210,36005.0,NY,1834509.1867073446,2196946.253930327,80.71470196142856,22.264285714285712,28.13571428571429,12.77285714285714,0.7223571428571429,0.008499653642857144
426,42113.0,PA,1604588.6506999119,2214031.2615270205,63.272540331428566,6.935714285714285,21.164285714285715,12.672857142857143,1.5959285714285714,0.03507501378571428
380,42021.0,PA,1444689.5296545746,2074193.1431540973,81.38620783571427,20.82857142857143,28.964285714285715,12.740714285714285,0.7047857142857143,0.008087785714285716
455,45037.0,SC,1285877.9420910205,1284646.665320406,66.62413107214284,9.728571428571428,23.778571428571432,12.863571428571428,2.0117857142857143,0.16932560128571428
388,42037.0,PA,1622394.8223891344,2172315.8903027247,75.63323656571428,16.428571428571427,27.685714285714283,12.454999999999998,1.2839285714285713,0.08560906864285714
484,51003.0,VA,1508276.7155858593,1804173.952325277,78.2571932942857,27.135714285714283,27.871428571428567,12.894285714285715,0.8322857142857142,0.015046504142857145
345,37151.0,NC,1445280.4157143557,1529734.5534441012,90.51646592428573,13.835714285714287,26.70714285714286,12.939285714285717,2.0914285714285716,0.1037595377857143
218,36021.0,NY,1816659.883647874,2353655.64883691,74.18468444785715,10.342857142857142,25.964285714285715,13.040714285714285,1.2828571428571427,0.0865212460714286
198,34023.0,NJ,1800141.086668308,2141559.3632417307,86.96569364357143,23.49285714285714,26.99285714285714,12.168571428571429,0.6499285714285714,0.009508750285714285
90,13175.0,GA,1218893.1315406943,1127443.5285114544,52.509178172857155,14.571428571428571,18.97142857142857,13.684285714285712,4.601500000000001,0.14859975942857143
69,13133.0,GA,1179492.3002789638,1247682.0413732033,81.49257264142857,21.207142857142856,28.121428571428574,12.542142857142858,0.8162142857142857,0.02114447664285714
12,13017.0,GA,1201807.3899918846,1045952.9295264977,54.26937981357141,24.978571428571428,28.07857142857143,12.684285714285716,0.8912857142857142,0.02338797842857142
140,13277.0,GA,1177578.9356588225,1008758.602133488,76.555337285,24.921428571428578,25.03571428571429,12.730000000000002,0.9200714285714284,0.011064848142857143
35,13065.0,GA,1262954.262092252,959490.113861223,73.38367771642856,10.442857142857141,24.964285714285722,13.503571428571428,2.986214285714286,0.2180698132142857
583,51570.0,VA,1623811.321693228,1739869.1145366745,76.48938089785715,26.74285714285714,26.557142857142857,12.546428571428573,0.6707142857142857,0.012006747785714285
310,37081.0,NC,1439791.528811745,1570775.9451618074,73.08282399142857,23.285714285714285,28.828571428571426,11.41642857142857,0.6892857142857143,0.01012359607142857
588,51640.0,VA,1330087.372722312,1619263.7777756387,81.623498465,10.085714285714287,25.885714285714283,11.456428571428571,1.016642857142857,0.014694097642857144
591,51670.0,VA,1631867.7418392699,1744490.813615044,74.28229031785715,18.53571428571429,28.928571428571427,13.062142857142858,1.1382857142857143,0.03485642207142856
15,13023.0,GA,1181765.0245393934,1119115.173537925,84.18656880142858,25.428571428571427,28.014285714285712,12.206428571428571,0.7767857142857143,0.022427279357142862
18,13029.0,GA,1363361.4970907432,1097965.828383778,75.40948055285715,23.628571428571426,28.714285714285715,12.057857142857145,0.8557142857142856,0.012162166142857145
57,13109.0,GA,1319776.9712475562,1107445.306191546,72.06819583,15.521428571428572,28.050000000000004,11.98857142857143,0.9982857142857142,0.06828446128571429
88,13171.0,GA,1097548.8582901468,1180372.8354610908,48.437410439285706,5.014285714285714,18.435714285714287,13.217857142857143,2.4929285714285716,0.17207947357142858
100,13195.0,GA,1167461.4344206308,1307970.6123902292,81.05340097714286,16.592857142857145,26.921428571428574,13.545,2.2827142857142855,0.2018705807142857
597,51720.0,VA,1176211.4017674017,1625932.365275285,52.53881573857142,5.528571428571429,18.79285714285714,13.718571428571432,1.894785714285714,0.09602644671428572
609,51830.0,VA,1683120.473402289,1752365.4588311787,71.81221041714286,16.307142857142857,27.700000000000006,12.998571428571429,1.4200714285714287,0.03243157628571428
229,36043.0,NY,1681804.140741707,2456217.555817965,58.43223424571428,15.914285714285711,19.099999999999998,13.717857142857143,3.859428571428571,0.17564828985714284
211,36007.0,NY,1643936.9798502813,2304050.6918497155,63.62705523857142,15.742857142857144,28.757142857142856,12.525714285714287,1.271857142857143,0.09888511985714286
601,51750.0,VA,1353126.6388647985,1674729.0877394401,70.62183941642857,15.821428571428573,28.978571428571428,12.442142857142859,1.304214285714286,0.06242083957142857
634,54047.0,WV,1253566.3964415013,1687978.49182614,75.87330612785715,15.764285714285716,24.321428571428573,10.857142857142858,0.6909285714285713,0.017346547785714282
627,54033.0,WV,1329015.1391494756,1916161.457467087,90.56332151071429,13.685714285714285,28.735714285714288,13.601428571428569,2.128142857142857,0.16811136128571422
614,54007.0,WV,1310840.9896098534,1846926.1854740998,77.79058723857143,21.935714285714283,27.271428571428572,12.134285714285713,0.6691428571428572,0.008284668357142857
14,13021.0,GA,1142177.5527323196,1155786.9349222437,60.09975278642857,20.135714285714283,25.349999999999998,12.679285714285713,1.3829285714285713,0.10637241907142858
582,51550.0,VA,1731568.7278164378,1694759.5346776429,53.49303278928572,8.885714285714284,19.435714285714287,13.672857142857142,3.3505714285714285,0.11035355864285715
232,36049.0,NY,1634724.239130792,2487703.5285492833,60.41144885357143,13.414285714285715,25.8,12.404285714285715,1.1609999999999998,0.03271966142857143
284,37029.0,NC,1746713.9754391026,1664623.63634712,62.47382888571429,12.914285714285715,25.2,13.344285714285716,1.589071428571429,0.05821117107142857
373,42007.0,PA,1305889.3040493724,2071193.1281602217,72.59324317142857,28.271428571428572,27.507142857142856,12.482142857142858,1.395,0.10637123771428571
8,13009.0,GA,1179525.219092722,1190286.64021064,89.25457870357143,16.67142857142857,30.435714285714283,12.902142857142858,1.630857142857143,0.21661409257142858
382,42025.0,PA,1682297.8968557166,2170140.2329284693,60.12908544499999,9.285714285714288,21.52857142857143,12.637857142857143,0.9849285714285714,0.05998679014285713
91,13177.0,GA,1115419.381682837,1036903.9588473102,64.10177339428571,16.65714285714286,27.04285714285714,13.05,1.2831428571428571,0.028595794357142858
167,24011.0,MD,1720531.9145271974,1943797.185282283,86.13367753785714,17.22857142857143,30.321428571428573,12.502857142857142,1.674642857142857,0.14615104085714287
44,13083.0,GA,949876.9766506603,1363028.6690279755,68.76511530071427,7.3999999999999995,22.671428571428574,13.094285714285714,3.0643571428571432,0.16244618592857143
68,13131.0,GA,1119076.3870397888,935895.3649642925,70.46482531142857,11.821428571428571,24.728571428571428,12.627142857142857,0.9745714285714285,0.0499028415
655,54089.0,WV,1317582.5554750918,1729447.166140356,77.699696065,21.500000000000004,29.378571428571426,12.815714285714284,0.6997857142857143,0.010057182214285714
74,13143.0,GA,989780.5921161118,1248202.6198663036,83.07931574999999,13.12857142857143,26.49285714285714,13.333571428571432,1.7887857142857144,0.060107209499999995
115,13227.0,GA,1048750.4814159567,1330599.2467809885,67.75542489928571,15.428571428571429,27.01428571428571,12.634285714285713,1.788142857142857,0.1746356397142857
424,42109.0,PA,1574275.1347667847,2130545.406825739,99.6044155935714,19.907142857142862,27.714285714285715,12.390714285714283,0.6910714285714284,0.009735921928571426
594,51690.0,VA,1421799.9346166765,1636136.4841891956,76.89948040428574,23.53571428571428,27.150000000000002,12.373571428571429,1.1112857142857142,0.04250227757142857
216,36017.0,NY,1652705.228246551,2344047.23218096,80.0836870192857,25.64285714285714,27.65,12.027857142857144,0.7937142857142858,0.0224350795
139,13275.0,GA,1149153.5397023605,938437.0275136229,68.77320507928572,26.52857142857143,28.42142857142857,12.303571428571427,0.883,0.0380185475
290,37041.0,NC,1717104.3772158043,1631166.3671008686,62.74575549428572,11.528571428571428,24.98571428571429,12.512142857142853,1.519785714285714,0.14608144728571432
354,37169.0,NC,1394188.1235938473,1599626.4086301262,80.08735220142857,16.014285714285712,28.321428571428573,12.557857142857143,1.7375000000000003,0.13666085949999998
645,54069.0,WV,1294167.1351688134,2002786.432172226,89.49184378,20.828571428571433,28.664285714285715,11.85214285714286,0.6712857142857142,0.007949888428571427
604,51775.0,VA,1393922.7489692972,1700093.23514564,70.25038274285714,19.928571428571427,26.02142857142858,12.401428571428573,0.8811428571428571,0.03165940542857142
587,51630.0,VA,1593702.5279930502,1852059.959933721,77.57096048428572,9.807142857142855,24.714285714285715,12.697142857142856,0.9103571428571428,0.013609706928571429
51,13097.0,GA,1031382.33703217,1242709.4499150931,76.22834813928571,17.114285714285717,25.692857142857147,11.338571428571429,0.9225,0.010215178642857144
304,37069.0,NC,1571748.5038597921,1594889.6660650005,76.46063386214284,17.97142857142857,27.907142857142855,12.694999999999997,1.3025714285714287,0.03608434685714286
72,13139.0,GA,1109248.8688260957,1321624.535104423,84.24499994642858,20.835714285714285,28.171428571428574,11.572857142857144,0.8389285714285715,0.00994598142857143
344,37149.0,NC,1242895.468080915,1448685.5538857915,80.14034131285715,19.835714285714285,25.099999999999998,11.970714285714289,0.736142857142857,0.007849690642857142
123,13243.0,GA,1058282.4591624762,1027981.0687533679,72.52283593,14.085714285714285,25.571428571428577,12.529285714285715,1.1827857142857143,0.05822300642857143
143,13283.0,GA,1252655.8978403176,1125410.7161579235,94.57888137500001,19.08571428571429,28.46428571428572,12.664285714285715,1.4527142857142858,0.04773413542857143
324,37109.0,NC,1323677.5245465126,1484314.9882024284,69.7254327657143,19.335714285714285,27.949999999999996,10.904285714285711,0.7353571428571429,0.011610647285714287
225,36035.0,NY,1731906.7882645621,2432891.2317274716,73.0240623057143,26.45,28.50714285714286,12.485714285714284,1.0460714285714285,0.03839836985714286
256,36097.0,NY,1553949.122779271,2311832.5822393326,84.61693536285715,14.592857142857143,27.571428571428577,13.067142857142857,1.3774285714285717,0.04590280442857142
308,37077.0,NC,1535005.9208573038,1613210.2022739172,64.52081417071427,21.921428571428574,29.13571428571429,12.404285714285715,0.7906428571428571,0.03296278642857143
598,51730.0,VA,1625527.4494494277,1733268.280458045,66.76103537071428,18.907142857142855,28.178571428571434,12.472142857142856,1.287857142857143,0.11505832985714284
53,13101.0,GA,1248348.2698805812,934440.3294315379,78.81555818571431,21.678571428571423,26.892857142857142,12.77357142857143,0.6820000000000002,0.010857482214285716
374,42009.0,PA,1473184.1173727484,2023798.3994086997,79.76490720071429,25.142857142857146,28.564285714285717,12.718571428571432,0.7737857142857143,0.009243144642857143
97,13189.0,GA,1243553.4291682348,1245820.7017527702,62.56791391714285,12.507142857142856,25.214285714285715,12.597142857142858,1.755857142857143,0.14230612242857144
43,13081.0,GA,1148323.7125124654,1057203.7326107086,87.45064693071427,21.792857142857144,24.628571428571426,12.280714285714282,0.7180714285714285,0.014251723428571427
596,51710.0,VA,1730261.7542295954,1719321.773280304,59.87165376000001,13.407142857142857,23.671428571428574,12.887857142857142,1.6785714285714286,0.13469868835714285
514,51065.0,VA,1535867.5088407574,1788758.0430582105,96.85176386714286,14.807142857142855,31.178571428571427,13.0,1.8767857142857143,0.10868766849999999
270,37001.0,NC,1474728.0893267132,1572762.4010355456,74.61045222428571,17.87857142857143,25.08571428571429,12.944285714285716,1.0037857142857143,0.03856270064285715
92,13179.0,GA,1361780.1067853996,1076726.9154129934,75.65790408571429,12.207142857142857,25.664285714285718,13.019285714285715,2.5342857142857143,0.1510834994285714
121,13239.0,GA,1032302.6838010722,1036603.8908291272,50.62291064857143,7.221428571428572,17.921428571428574,13.031428571428568,1.8607857142857138,0.09250815464285715
548,51137.0,VA,1549999.8772521813,1837565.6777516014,68.20780153928571,14.0,26.335714285714285,12.825714285714286,1.3285000000000002,0.06474328042857143
619,54017.0,WV,1301653.50174239,1910050.1849110369,74.77344913357145,7.278571428571429,26.099999999999998,13.554285714285715,2.6839285714285714,0.23352307
103,13201.0,GA,1068274.9842905689,962213.1331037461,89.91862585285716,21.17142857142857,25.785714285714285,12.577857142857141,1.1710714285714285,0.06508685028571429
192,34011.0,NJ,1768774.3302841827,2011919.0924278991,74.69018885785715,11.342857142857142,26.635714285714283,13.116428571428571,1.5760714285714286,0.13068320685714285
70,13135.0,GA,1095759.987703387,1279796.436275256,92.52108121714285,18.27857142857143,28.514285714285716,11.767142857142858,0.6606428571428572,0.011035627071428572
379,42019.0,PA,1337590.3388254174,2102567.4070290625,85.57847712499998,11.135714285714284,25.464285714285715,12.549285714285714,1.5222142857142862,0.13279236821428572
253,36091.0,NY,1776076.011133088,2442465.765296288,100.05297740857144,16.900000000000002,29.52857142857143,13.134285714285713,1.995642857142857,0.22394510692857145
323,37107.0,NC,1646302.996569168,1513043.2703846407,66.88388135142858,19.37142857142857,28.578571428571422,12.674999999999999,0.8452857142857144,0.026456538142857138
109,13215.0,GA,1037083.1875163482,1109400.0142541633,66.83532894714286,15.285714285714288,25.02857142857142,12.702142857142857,1.5817142857142859,0.15558145757142855
408,42077.0,PA,1699112.311486085,2138770.952987805,93.03517158857142,23.792857142857144,28.864285714285717,12.232142857142858,0.7820714285714286,0.0160101865
47,13089.0,GA,1079948.5592940433,1256389.6538289525,67.69444099357143,14.37142857142857,25.107142857142854,11.312142857142858,0.8125714285714285,0.027998236714285706
570,51183.0,VA,1642946.1150903592,1704445.4237614581,68.90468567500001,26.800000000000004,27.214285714285715,12.197857142857144,0.7399285714285714,0.014505608214285714
610,51840.0,VA,1517023.2553635577,1936981.4249615443,83.44449491714286,21.357142857142858,26.307142857142853,12.454285714285716,1.5614285714285716,0.031263453142857146
316,37093.0,NC,1509167.122321686,1462165.107641414,62.11978111642856,11.264285714285716,22.592857142857138,13.417857142857144,3.875785714285714,0.14193878521428574
411,42083.0,PA,1429885.0446477674,2220922.964452778,76.9316096442857,17.59285714285714,27.607142857142865,12.382142857142854,0.8597857142857144,0.028305909357142854
467,45061.0,SC,1434148.1833147262,1352336.9582364508,81.17374626928572,20.821428571428573,26.578571428571426,11.70571428571429,0.7648571428571428,0.020538965000000003
462,45051.0,SC,1552375.4704644335,1345424.0881923037,81.75035733642856,23.45,27.2,12.297857142857143,0.6660714285714286,0.011465424571428571
285,37031.0,NC,1742993.4933574265,1485548.2123633085,78.40402011571429,18.021428571428576,28.22142857142858,12.697142857142854,2.0159285714285717,0.15649621642857145
439,45005.0,SC,1354654.1691203902,1206555.3334430135,83.03092792357143,17.435714285714287,27.49285714285714,12.775000000000002,1.3115714285714284,0.029578179714285713
289,37039.0,NC,1075668.3867172042,1409410.990925292,71.075429245,26.871428571428574,27.192857142857143,12.337142857142856,0.8107142857142858,0.019299478285714284
221,36027.0,NY,1820406.1792036023,2298754.250123943,70.73248170928571,24.592857142857145,25.16428571428571,12.455,0.9221428571428572,0.018994740642857142
113,13223.0,GA,1019493.2497258119,1265907.638585952,84.98068167999999,20.571428571428577,26.778571428571432,12.596428571428572,0.9530714285714286,0.06576756492857141
61,13117.0,GA,1082914.2237114122,1307948.0739318521,68.24721087,26.071428571428577,29.292857142857148,12.58642857142857,1.2672142857142856,0.07632790892857144
435,42131.0,PA,1643088.7746471034,2230410.2277024826,92.00376301214285,25.414285714285718,28.61428571428571,12.185714285714285,0.7800714285714287,0.010983639428571428
648,54075.0,WV,1378205.3783381353,1816237.4491618273,72.63711109928572,23.942857142857143,29.01428571428571,12.578571428571426,0.9963571428571428,0.05484522742857143
29,13053.0,GA,1047514.9250531084,1092319.577313816,73.08458609214286,28.11428571428571,28.864285714285717,12.46214285714286,0.6755714285714286,0.012162366999999999
620,54019.0,WV,1291852.933416305,1767655.849879567,84.95751449428572,27.52142857142857,27.71428571428572,12.387857142857143,0.8202857142857143,0.01418016014285714
661,54101.0,WV,1339894.375371758,1828331.8211552785,78.4019400042857,19.807142857142857,25.907142857142855,12.160714285714286,0.6972142857142858,0.007927585785714286
362,37185.0,NC,1580830.177438897,1632431.4248011892,70.80727667285713,21.428571428571427,26.24285714285714,13.029285714285715,0.7338571428571429,0.009415896857142858
98,13191.0,GA,1375560.8286828392,1041347.408968741,96.54161175857142,23.792857142857148,26.699999999999996,12.35214285714286,0.7548571428571428,0.01226816157142857
157,13311.0,GA,1111168.3992997126,1358919.7110817574,60.793227102142865,13.578571428571427,24.949999999999992,11.462142857142855,0.856,0.03390592221428572
555,51153.0,VA,1585461.8931520083,1896563.5431699075,86.1206096257143,26.307142857142857,29.12142857142857,12.293571428571429,0.7262857142857145,0.02054296578571429
312,37085.0,NC,1534801.6049820061,1506770.2974715335,74.17315311357143,16.942857142857143,26.24285714285714,12.493571428571427,1.2983571428571428,0.10210393485714285
470,45067.0,SC,1516215.8340444434,1357000.8796202438,75.25085051357142,25.721428571428568,28.328571428571426,12.900000000000002,0.7576428571428572,0.011656718571428571
269,36123.0,NY,1530166.5787945422,2334378.4680474065,73.73475413000001,19.64285714285714,29.035714285714285,12.415000000000001,1.1205714285714288,0.07380949285714287
135,13267.0,GA,1305712.571378414,1092823.630680598,62.11130740428571,14.457142857142857,25.464285714285715,11.565000000000001,0.9307142857142858,0.0461354535
162,13321.0,GA,1145798.9587145322,1015128.3981676933,73.68648299571429,17.992857142857144,29.528571428571432,12.44,1.163714285714286,0.0986668232142857
454,45035.0,SC,1440375.919386277,1230614.9336920287,95.09216079571429,14.77142857142857,29.678571428571423,13.254999999999999,2.1719999999999997,0.12821893357142855
242,36069.0,NY,1509820.6462738088,2355302.692857522,67.78140025714286,11.735714285714286,26.51428571428571,13.140000000000002,2.201642857142857,0.11397506921428571
31,13057.0,GA,1050761.1304461672,1306115.374294531,78.42949845285715,21.514285714285712,28.542857142857144,11.53357142857143,0.6567142857142858,0.013807049214285716
83,13161.0,GA,1255596.0364970395,1058523.5068066865,84.04772839357143,23.55,28.871428571428574,12.524285714285714,1.3806428571428575,0.06587204378571429
37,13069.0,GA,1239676.0658047243,1027479.8464832985,73.18473468642857,22.500000000000004,27.692857142857143,12.46642857142857,1.0555,0.06849449328571429
244,36073.0,NY,1427249.1876292366,2384624.1302790763,83.56093705714285,19.97142857142857,27.900000000000002,11.700714285714286,0.7122857142857143,0.010895942714285716
258,36101.0,NY,1515917.0719814321,2289805.2189525426,66.31416910857142,19.114285714285717,26.971428571428568,12.275000000000002,0.7410714285714286,0.018759466214285713
197,34021.0,NJ,1780222.6456753074,2119053.231491665,67.40313044571428,30.557142857142853,28.064285714285713,12.339285714285714,0.7739285714285714,0.01462881992857143
129,13255.0,GA,1081737.8224531533,1199158.1367868285,60.97349275571429,13.485714285714286,25.150000000000002,12.116428571428571,1.2535714285714283,0.03868255392857143
636,54051.0,WV,1294707.9423884423,1976028.3433863358,79.36292200785715,14.171428571428573,27.950000000000006,13.427142857142856,2.3910714285714283,0.1182648475
625,54029.0,WV,1290225.1132500034,2050386.6310238,74.83153078785715,26.849999999999998,28.142857142857142,12.845714285714283,0.756142857142857,0.015757267785714287
436,42133.0,PA,1621663.1532153713,2043017.9736008924,76.39094168857143,19.542857142857144,28.185714285714287,12.729999999999999,1.2151428571428569,0.05103008221428572
327,37115.0,NC,1186006.5479183805,1505916.696685724,71.51439488571428,17.921428571428574,26.428571428571423,12.584999999999999,1.0779285714285713,0.07997756692857143
336,37133.0,NC,1676336.569847073,1460888.5788823827,71.86726332071429,19.485714285714288,28.02142857142857,12.793571428571427,0.8273571428571426,0.010727247357142857
617,54013.0,WV,1274478.7299752051,1857390.208712346,64.221655205,14.95,26.535714285714285,11.11857142857143,2.805571428571429,0.14804527792857144
543,51125.0,VA,1484760.2384260672,1773042.453064265,69.28773511142857,5.671428571428571,21.928571428571434,13.705714285714283,4.713357142857142,0.1506073480714286
592,51680.0,VA,1466332.777510411,1725627.037780807,64.04952695428571,7.614285714285714,22.685714285714287,13.645714285714286,4.55542857142857,0.14357617921428573
142,13281.0,GA,1108099.2192237556,1389069.2938527274,68.98428671714285,5.35,23.07857142857143,12.76142857142857,2.9757142857142855,0.14170675335714283
114,13225.0,GA,1133468.4859273338,1127832.389164121,80.42318735285714,11.299999999999999,25.63571428571429,13.131428571428572,4.320214285714286,0.085375057
513,51063.0,VA,1373699.0020370728,1656374.6093968565,61.05324100571428,4.764285714285713,21.42142857142857,13.30642857142857,3.3673571428571427,0.13479444314285713
222,36029.0,NY,1397300.3276324472,2323592.893471888,79.07216241214284,8.214285714285714,26.307142857142857,13.945000000000002,4.8609285714285715,0.09474766800000001
78,13151.0,GA,1091082.4409611851,1221936.7538151434,70.54163073,6.378571428571429,21.878571428571426,12.467857142857142,3.307,0.13449969
579,51520.0,VA,1222120.6151824747,1597141.2529141305,77.34951637785714,14.371428571428572,26.585714285714282,12.534285714285716,3.4907857142857135,0.075893422
643,54065.0,WV,1501884.0986803572,1978349.9285904802,55.68341421499999,5.242857142857142,19.942857142857143,13.425714285714287,3.7708571428571425,0.11487719149999999
533,51103.0,VA,1693664.7311736064,1807551.068180313,49.48629042071428,13.185714285714285,22.835714285714285,10.807857142857141,2.283642857142857,0.22055703171428573
268,36121.0,NY,1439265.3319092782,2324433.929870906,64.70416865000001,5.935714285714286,21.921428571428574,13.6,4.652214285714286,0.12611256592857142
410,42081.0,PA,1561950.648393916,2193635.3946732874,42.774468857857144,4.385714285714285,14.050000000000006,13.549999999999999,4.917,0.1494220107142857
491,51017.0,VA,1406203.3364847032,1789944.5722857777,66.05011100642858,11.62142857142857,23.142857142857142,13.73285714285714,4.6600714285714275,0.1081549355
545,51131.0,VA,1752689.9637602542,1775435.9613334348,45.12354086428571,5.764285714285713,13.657142857142858,13.563571428571427,4.971857142857142,0.13812143692857143
298,37057.0,NC,1407800.1434626596,1532761.6759423057,45.12354086428571,8.264285714285714,20.0,13.132857142857143,5.145142857142857,0.1631044307857143
347,37155.0,NC,1528493.4109813478,1422787.0131788612,67.73515706071429,6.521428571428571,21.864285714285717,13.458571428571428,4.408214285714286,0.10235276264285713
418,42097.0,PA,1602057.9603765022,2145493.0060453094,71.08291970642857,7.635714285714286,22.257142857142856,12.560714285714285,2.486,0.10744882778571427
430,42121.0,PA,1341070.7214468834,2158752.109586457,87.67407933785717,21.307142857142853,27.39285714285714,11.610000000000001,2.4102857142857146,0.05156530764285715
