SiteID,long,lat,x,y,FIPS,STATE,COUNTY,SOC,DEM,Slope,MAP,MAT,NDVI,NLCD,NLCD_DES
39,-104.8102829,38.94078518,-755470.8440828462,1803317.1300068903,8041,Colorado,El Paso County,6.5360000000000005,2049.090087890625,4.397819995880127,494.80999755859375,8.273909568786621,0.4445190131664276,6,Herbaceous
40,-104.729801,38.64987718,-751580.1683176031,1770211.279296205,8041,Colorado,El Paso County,11.589,1810.280029296875,3.7965800762176514,421.2799987792969,10.06980037689209,0.3658570051193237,6,Herbaceous
41,-104.53520999999999,38.92890004,-732067.646584018,1799837.7091693378,8041,Colorado,El Paso County,6.3839999999999995,2105.47998046875,1.60316002368927,500.9039916992188,7.574840068817139,0.3846969902515411,6,Herbaceous
42,-104.16235999999999,38.64345999,-702913.2034651412,1765152.449586305,8041,Colorado,El Paso County,1.0490000000000002,1728.27001953125,1.2252299785614014,377.2030029296875,9.337240219116213,0.30726200342178345,6,Herbaceous
43,-104.16235999999999,38.64345999,-702913.2034651412,1765152.449586305,8041,Colorado,El Paso County,1.0490000000000002,1728.27001953125,1.2252299785614014,377.2030029296875,9.337240219116213,0.30726200342178345,6,Herbaceous
44,-104.16235999999999,38.64345999,-702913.2034651412,1765152.449586305,8041,Colorado,El Paso County,1.0490000000000002,1728.27001953125,1.2252299785614014,377.2030029296875,9.337240219116213,0.30726200342178345,6,Herbaceous
45,-104.0758277,38.95179339,-692546.0905603989,1798950.6488711357,8041,Colorado,El Paso County,5.699,1928.31005859375,2.369040012359619,425.2860107421875,8.127260208129883,0.3787449896335602,6,Herbaceous
46,-108.7419301,39.50625001,-1082424.113097263,1904322.6594372776,8045,Colorado,Garfield County,5.528,2044.1400146484373,20.80970001220703,407.2959899902344,8.467780113220215,0.4999510049819946,4,Forest
47,-107.47508,39.38085996,-977050.8401876802,1876656.4596498746,8045,Colorado,Garfield County,9.345,2782.050048828125,11.61520004272461,814.0440063476562,3.69195008277893,0.7814750075340271,4,Forest
48,-107.15871259999999,39.80164283,-944715.0736663884,1920278.919086113,8045,Colorado,Garfield County,1.36,3013.669921875,17.722400665283203,942.8469848632812,1.6722999811172483,0.6550300121307373,4,Forest
49,-106.44835970000001,40.26143251,-879173.64070698,1964647.0390266334,8049,Colorado,Grand County,12.488,2630.969970703125,8.861189842224121,460.0039978027344,2.9455199241638184,0.5348569750785828,5,Shrubland
50,-106.1465254,40.0486135,-856414.8425050396,1938186.8999949712,8049,Colorado,Grand County,4.461,2662.219970703125,14.462900161743164,468.0230102539063,2.414239883422852,0.5842480063438416,5,Shrubland
51,-106.1465254,40.0486135,-856414.8425050396,1938186.8999949712,8049,Colorado,Grand County,4.461,2662.219970703125,14.462900161743164,468.0230102539063,2.414239883422852,0.5842480063438416,5,Shrubland
52,-106.1465254,40.0486135,-856414.8425050396,1938186.8999949712,8049,Colorado,Grand County,4.461,2662.219970703125,14.462900161743164,468.0230102539063,2.414239883422852,0.5842480063438416,5,Shrubland
53,-105.93175349999999,40.14864837,-837184.6402720772,1947418.6994904103,8049,Colorado,Grand County,5.27,2722.1298828125,11.68649959564209,492.70098876953125,2.3244900703430176,0.6223559975624084,4,Forest
54,-107.49408000000001,38.72136997,-987578.942048491,1803475.8388714783,8051,Colorado,Gunnison County,21.125,2777.409912109375,19.34239959716797,615.8419799804688,4.868100166320801,0.7274370193481445,4,Forest
55,-107.09841000000002,38.35968999,-958463.814153816,1759171.1690788541,8051,Colorado,Gunnison County,19.099,2571.25,8.694939613342285,302.2950134277344,4.001049995422363,0.3134790062904358,5,Shrubland
56,-106.91317,38.86514002,-936045.7978370603,1813599.2593900175,8051,Colorado,Gunnison County,16.019000000000002,2992.820068359375,15.151100158691404,674.260009765625,1.5794299840927124,0.6843699812889099,4,Forest
57,-106.8537529,38.65417059,-933666.520856349,1789523.049607615,8051,Colorado,Gunnison County,3.1519999999999997,2723.780029296875,10.93910026550293,513.791015625,3.3358099460601807,0.5155940055847168,5,Shrubland
58,-104.67445,37.72276998,-756299.9773146233,1666293.6589438783,8055,Colorado,Huerfano County,3.2110000000000003,1817.1600341796875,2.11149001121521,417.0119934082031,10.675600051879883,0.30972200632095337,6,Herbaceous
59,-106.45750990000002,40.71411998,-874371.7867530034,2015133.0389735866,8057,Colorado,Jackson County,2.827,2515.320068359375,3.8843801021575928,399.2139892578125,2.811409950256348,0.5460370182991028,5,Shrubland
60,-106.45750990000002,40.71411998,-874371.7867530034,2015133.0389735866,8057,Colorado,Jackson County,2.827,2515.320068359375,3.8843801021575928,399.2139892578125,2.811409950256348,0.5460370182991028,5,Shrubland
61,-106.1199,40.39921003,-850001.2535637819,1977003.2891733584,8057,Colorado,Jackson County,6.207999999999999,2826.739990234375,10.25759983062744,645.5440063476562,1.1320699453353882,0.6907349824905396,4,Forest
62,-106.1199,40.39921003,-850001.2535637819,1977003.2891733584,8057,Colorado,Jackson County,6.207999999999999,2826.739990234375,10.25759983062744,645.5440063476562,1.1320699453353882,0.6907349824905396,4,Forest
63,-106.1199,40.39921003,-850001.2535637819,1977003.2891733584,8057,Colorado,Jackson County,6.207999999999999,2826.739990234375,10.25759983062744,645.5440063476562,1.1320699453353882,0.6907349824905396,4,Forest
64,-102.89763,38.58310996,-594698.639305245,1749774.4686183885,8061,Colorado,Kiowa County,3.446,1338.1199951171875,1.1469999551773071,389.1080017089844,10.643199920654297,0.36991700530052185,6,Herbaceous
65,-102.67775999999999,38.49740996,-576448.0759452018,1738838.3289812088,8061,Colorado,Kiowa County,1.5419999999999998,1251.510009765625,0.9361370205879213,386.82501220703125,11.097200393676758,0.39468398690223694,6,Herbaceous
66,-102.67775999999999,38.49740996,-576448.0759452018,1738838.3289812088,8061,Colorado,Kiowa County,1.5419999999999998,1251.510009765625,0.9361370205879213,386.82501220703125,11.097200393676758,0.39468398690223694,6,Herbaceous
67,-102.67775999999999,38.49740996,-576448.0759452018,1738838.3289812088,8061,Colorado,Kiowa County,1.5419999999999998,1251.510009765625,0.9361370205879213,386.82501220703125,11.097200393676758,0.39468398690223694,6,Herbaceous
68,-102.6443501,38.27468998,-575312.6842839388,1713733.259249291,8061,Colorado,Kiowa County,4.974,1190.8800048828125,1.2996000051498413,383.4010009765625,11.486599922180176,0.3559829890727997,6,Herbaceous
69,-102.24352009999998,38.39936997,-539740.203909936,1725324.5689778177,8061,Colorado,Kiowa County,3.595,1218.510009765625,0.8175209760665894,408.6109924316406,10.956199645996094,0.3249639868736267,7,Planted/Cultivated
70,-102.7579928,39.25470506,-577331.5405867714,1823993.5994882225,8063,Colorado,Kit Carson County,6.4479999999999995,1387.3900146484375,1.4624700546264648,454.7699890136719,10.111300468444824,0.4206680059432984,7,Planted/Cultivated
71,-102.7579928,39.25470506,-577331.5405867714,1823993.5994882225,8063,Colorado,Kit Carson County,6.4479999999999995,1387.3900146484375,1.4624700546264648,454.7699890136719,10.111300468444824,0.4206680059432984,7,Planted/Cultivated
72,-102.7579928,39.25470506,-577331.5405867714,1823993.5994882225,8063,Colorado,Kit Carson County,6.4479999999999995,1387.3900146484375,1.4624700546264648,454.7699890136719,10.111300468444824,0.4206680059432984,7,Planted/Cultivated
73,-102.54069,39.43278999,-557424.71421965,1842606.1089881286,8063,Colorado,Kit Carson County,6.752999999999999,1277.8399658203125,1.7879899740219116,450.1340026855469,10.401399612426758,0.4985980093479157,7,Planted/Cultivated
74,-106.31705020000001,39.2990562,-879852.7906026356,1856234.5788909548,8065,Colorado,Lake County,13.431,3376.360107421875,14.390199661254885,580.6060180664062,-0.21302199363708496,0.5357120037078857,4,Forest
75,-106.25482579999999,39.23014258,-875398.6994635722,1847981.5492648694,8065,Colorado,Lake County,23.058000000000003,3376.360107421875,14.390199661254885,580.6060180664062,-0.21302199363708496,0.5357120037078857,4,Forest
76,-107.8054999,37.53461064,-1030681.713363696,1674765.7692663614,8067,Colorado,La Plata County,18.391,2739.77001953125,18.002599716186523,783.656982421875,4.328259944915772,0.7466970086097717,4,Forest
77,-105.91983,40.79772,-828607.6821416442,2019624.528994141,8069,Colorado,Larimer County,5.026,2753.6201171875,8.964639663696289,547.1950073242189,2.2301700115203857,0.5759760141372681,4,Forest
78,-105.48209540000002,40.84707337,-791617.1984562782,2021391.3488340147,8069,Colorado,Larimer County,12.728,2421.300048828125,10.661800384521484,432.7950134277344,5.075409889221191,0.5468270182609558,4,Forest
79,-105.34428,40.57124,-783181.7007728352,1989507.8894207464,8069,Colorado,Larimer County,11.187000000000001,2302.739990234375,13.644100189208984,547.1380004882811,6.0640501976013175,0.6373890042304993,4,Forest
80,-104.9563264,40.7084946,-749317.4866256248,2001681.7693803648,8069,Colorado,Larimer County,2.784,1650.6600341796875,1.8348400592803955,383.4630126953125,8.469160079956055,0.3646529912948608,7,Planted/Cultivated
81,-104.9098287,37.13303052,-782949.8108774293,1602392.1396230396,8071,Colorado,Las Animas County,3.344,2380.919921875,13.949999809265135,494.010009765625,7.9369797706604,0.5509260296821594,4,Forest
82,-104.60513,37.12013999,-756379.5933969594,1598486.0894300018,8071,Colorado,Las Animas County,3.5639999999999996,2045.530029296875,7.859739780426025,469.29400634765625,9.268420219421387,0.4320909976959229,4,Forest
83,-103.57656999999999,38.56455001,-653282.5457491037,1752158.11908525,8073,Colorado,Lincoln County,3.075,1499.300048828125,1.41989004611969,340.2569885253906,10.28849983215332,0.2645699977874756,6,Herbaceous
84,-103.14659,40.59711003,-599167.7085345058,1976410.379532743,8075,Colorado,Logan County,0.152,1306.72998046875,1.4935200214385986,425.2969970703125,9.521320343017578,0.3953610062599182,6,Herbaceous
85,-103.14659,40.59711003,-599167.7085345058,1976410.379532743,8075,Colorado,Logan County,0.152,1306.72998046875,1.4935200214385986,425.2969970703125,9.521320343017578,0.3953610062599182,6,Herbaceous
86,-103.14659,40.59711003,-599167.7085345058,1976410.379532743,8075,Colorado,Logan County,0.152,1306.72998046875,1.4935200214385986,425.2969970703125,9.521320343017578,0.3953610062599182,6,Herbaceous
87,-103.08431,40.53503002,-594473.7719863895,1969085.1496814913,8075,Colorado,Logan County,4.011,1306.72998046875,1.4935200214385986,425.2969970703125,9.521320343017578,0.3953610062599182,6,Herbaceous
88,-103.05801,40.84219004,-589718.2433125474,2003228.1498382248,8075,Colorado,Logan County,6.147,1212.8299560546875,1.344849944114685,441.9219970703125,9.456279754638672,0.5253430008888245,6,Herbaceous
89,-103.05801,40.84219004,-589718.2433125474,2003228.1498382248,8075,Colorado,Logan County,6.147,1212.8299560546875,1.344849944114685,441.9219970703125,9.456279754638672,0.5253430008888245,6,Herbaceous
90,-108.79555,38.84402001,-1096914.833146371,1831385.0090504175,8077,Colorado,Mesa County,10.535,2591.18994140625,8.415550231933594,562.7239990234375,6.1474199295043945,0.6818659901618958,4,Forest
91,-108.60023000000001,38.78655003,-1081121.3435487247,1822762.659319344,8077,Colorado,Mesa County,7.178,2516.75,10.736599922180176,408.4400024414063,6.763649940490723,0.5108950138092041,4,Forest
92,-108.60023000000001,38.78655003,-1081121.3435487247,1822762.659319344,8077,Colorado,Mesa County,7.178,2516.75,10.736599922180176,408.4400024414063,6.763649940490723,0.5108950138092041,4,Forest
93,-108.60023000000001,38.78655003,-1081121.3435487247,1822762.659319344,8077,Colorado,Mesa County,7.178,2516.75,10.736599922180176,408.4400024414063,6.763649940490723,0.5108950138092041,4,Forest
94,-108.2732,39.31705998,-1045562.1560312032,1878055.1586289322,8077,Colorado,Mesa County,0.736,1713.530029296875,9.022919654846193,343.5379943847656,9.61110019683838,0.2776730060577393,4,Forest
95,-107.69029009999998,39.32366083,-996069.9258703525,1872527.628722681,8077,Colorado,Mesa County,7.03,2358.1201171875,12.2568998336792,560.2340087890625,5.859799861907959,0.6306549906730652,4,Forest
96,-106.91402,37.69708001,-951120.874206133,1683549.129856223,8079,Colorado,Mineral County,17.884,3232.159912109375,14.80370044708252,867.3410034179688,1.205049991607666,0.5886520147323608,4,Forest
97,-109.04303999999999,40.44604002,-1093437.5684459212,2012102.529168455,8081,Colorado,Moffat County,6.439,2183.280029296875,12.332799911499025,342.64898681640625,6.836359977722168,0.3604579865932465,5,Shrubland
98,-108.58555,40.30018003,-1057471.001069162,1990733.7596099821,8081,Colorado,Moffat County,3.935,1885.530029296875,5.7478699684143075,348.4639892578125,7.571400165557861,0.26144999265670776,5,Shrubland
99,-107.49241,40.36857003,-965167.9014028645,1986700.9294605209,8081,Colorado,Moffat County,7.109,2219.550048828125,14.144700050354006,541.7630004882811,5.760000228881836,0.6207600235939026,4,Forest
100,-107.55383729999998,40.831320899999994,-964015.3934093348,2038775.2695019124,8081,Colorado,Moffat County,5.215,2076.8701171875,4.0760698318481445,374.7850036621094,5.543779850006104,0.340921014547348,5,Shrubland
101,-108.9170101,37.58697,-1126354.8339232614,1693198.8292406816,8083,Colorado,Montezuma County,2.821,1998.1600341796875,6.415999889373778,378.4469909667969,8.879599571228027,0.39424800872802734,4,Forest
102,-108.9170101,37.58697,-1126354.8339232614,1693198.8292406816,8083,Colorado,Montezuma County,2.821,1998.1600341796875,6.415999889373778,378.4469909667969,8.879599571228027,0.39424800872802734,4,Forest
103,-108.9170101,37.58697,-1126354.8339232614,1693198.8292406816,8083,Colorado,Montezuma County,2.821,1998.1600341796875,6.415999889373778,378.4469909667969,8.879599571228027,0.39424800872802734,4,Forest
104,-108.3863301,37.42488002,-1082708.8131831381,1669026.1592624732,8083,Colorado,Montezuma County,3.812,2264.5400390625,5.903160095214844,530.1420288085939,7.01230001449585,0.5431299805641174,4,Forest
105,-108.27773,37.39972997,-1073632.1359703057,1664999.2780807426,8083,Colorado,Montezuma County,6.015,2326.659912109375,5.382649898529053,533.9400024414061,6.7845001220703125,0.5401729941368103,4,Forest
106,-108.38184,38.41630002,-1067881.933625344,1779151.3599904669,8085,Colorado,Montrose County,8.818,2581.47998046875,6.358550071716309,679.1389770507812,6.358550071716309,0.7017139792442322,4,Forest
107,-107.65141000000001,38.64693999,-1002049.7687889626,1796841.9891959645,8085,Colorado,Montrose County,6.361000000000001,1969.1300048828125,6.5493597984313965,379.38800048828125,9.320630073547363,0.4504759907722473,7,Planted/Cultivated
108,-103.60543009999999,40.08761002,-642119.9836520149,1922501.6495659486,8087,Colorado,Morgan County,2.2030000000000003,1341.31005859375,0.906367003917694,380.989013671875,9.710269927978516,0.3954350054264069,6,Herbaceous
109,-103.60543009999999,40.08761002,-642119.9836520149,1922501.6495659486,8087,Colorado,Morgan County,2.2030000000000003,1341.31005859375,0.906367003917694,380.989013671875,9.710269927978516,0.3954350054264069,6,Herbaceous
110,-103.60543009999999,40.08761002,-642119.9836520149,1922501.6495659486,8087,Colorado,Morgan County,2.2030000000000003,1341.31005859375,0.906367003917694,380.989013671875,9.710269927978516,0.3954350054264069,6,Herbaceous
111,-103.98769,37.87116003,-695174.2886059454,1677616.649199463,8089,Colorado,Otero County,2.359,1398.6500244140625,1.200469970703125,312.4580078125,11.687199592590332,0.25680801272392273,6,Herbaceous
112,-108.102805,38.33221505,-1045145.1293288954,1766702.529382991,8091,Colorado,Ouray County,14.276,2689.22998046875,8.7493896484375,657.0750122070312,4.985509872436523,0.7224220037460327,4,Forest
113,-107.69011509999999,38.05305846,-1013529.4007363927,1731187.9991833088,8091,Colorado,Ouray County,1.9,2825.110107421875,18.9817008972168,613.697998046875,4.709229946136475,0.6845260262489319,4,Forest
114,-105.91845420000001,39.27477929,-846269.4192163043,1849909.1994383335,8093,Colorado,Park County,9.334,3095.489990234375,6.458920001983643,492.2300109863281,1.5367599725723269,0.4771240055561066,6,Herbaceous
115,-105.6483947,38.84398147,-828201.2621755861,1799501.3698951777,8093,Colorado,Park County,3.923,2851.56005859375,6.729790210723878,367.3500061035156,3.102950096130371,0.3673079907894135,6,Herbaceous
116,-105.6483947,38.84398147,-828201.2621755861,1799501.3698951777,8093,Colorado,Park County,3.923,2851.56005859375,6.729790210723878,367.3500061035156,3.102950096130371,0.3673079907894135,6,Herbaceous
117,-105.6483947,38.84398147,-828201.2621755861,1799501.3698951777,8093,Colorado,Park County,3.923,2851.56005859375,6.729790210723878,367.3500061035156,3.102950096130371,0.3673079907894135,6,Herbaceous
118,-102.4377199,40.62343996,-539632.6063277089,1975104.7192088987,8095,Colorado,Phillips County,4.977,1164.260009765625,0.8678290247917175,465.0530090332031,9.91510009765625,0.3982639908790589,7,Planted/Cultivated
119,-102.37958,40.48980997,-535770.5162925539,1959841.7887952523,8095,Colorado,Phillips County,9.613999999999999,1161.6500244140625,1.0930099487304688,464.6929931640625,9.946089744567873,0.47752499580383295,7,Planted/Cultivated
120,-102.2723,40.49724001,-526719.223605751,1960072.5189079111,8095,Colorado,Phillips County,4.592,1134.02001953125,0.930658996105194,465.6960144042969,10.001999855041504,0.5739129781723022,7,Planted/Cultivated
121,-102.4668099,37.95591004,-562393.6057524694,1677025.2990739634,8099,Colorado,Prowers County,8.05,1146.489990234375,1.383550047874451,392.9939880371094,11.891200065612793,0.3080419898033142,6,Herbaceous
122,-107.86129,39.89588998,-1002581.7742138086,1937960.6094593136,8103,Colorado,Rio Blanco County,2.6439999999999997,2237.909912109375,12.95580005645752,519.927978515625,6.065629959106445,0.589260995388031,4,Forest
123,-107.86129,39.89588998,-1002581.7742138086,1937960.6094593136,8103,Colorado,Rio Blanco County,2.6439999999999997,2237.909912109375,12.95580005645752,519.927978515625,6.065629959106445,0.589260995388031,4,Forest
124,-107.86129,39.89588998,-1002581.7742138086,1937960.6094593136,8103,Colorado,Rio Blanco County,2.6439999999999997,2237.909912109375,12.95580005645752,519.927978515625,6.065629959106445,0.589260995388031,4,Forest
125,-107.79405,40.14522996,-993469.3078757238,1964975.758907265,8103,Colorado,Rio Blanco County,16.201,2268.3701171875,16.516000747680664,572.3170166015625,5.624139785766602,0.6985459923744202,4,Forest
126,-107.38691419999999,40.07326332,-960305.3705391494,1952787.3297405157,8103,Colorado,Rio Blanco County,9.151,2954.1201171875,13.080499649047852,960.4979858398438,1.902649998664856,0.7359780073165894,4,Forest
127,-106.69851000000001,37.53323004,-934483.007970379,1663166.4293018628,8105,Colorado,Rio Grande County,27.984,3123.389892578125,16.792800903320312,835.6690063476562,1.8837499618530276,0.6462820172309875,4,Forest
128,-106.3666274,37.4135819,-907070.7739112119,1646624.2098258052,8105,Colorado,Rio Grande County,16.527,2990.3798828125,14.313599586486815,637.1649780273438,2.433559894561768,0.6108149886131287,4,Forest
129,-106.06677340000002,37.56274856,-879165.9817155442,1660426.7394359156,8105,Colorado,Rio Grande County,7.096,2320.81005859375,0.8050410151481628,195.2480010986328,5.2810401916503915,0.6567350029945374,7,Planted/Cultivated
130,-106.06677340000002,37.56274856,-879165.9817155442,1660426.7394359156,8105,Colorado,Rio Grande County,7.096,2320.81005859375,0.8050410151481628,195.2480010986328,5.2810401916503915,0.6567350029945374,7,Planted/Cultivated
131,-107.33882859999999,40.32935812,-952854.2191408484,1980790.0089089386,8107,Colorado,Routt County,6.33,2202.1298828125,14.286700248718262,595.0289916992188,5.5106201171875,0.6568729877471924,4,Forest
132,-107.1205,40.72010003,-929481.7692143291,2022090.7188171213,8107,Colorado,Routt County,15.640999999999998,2675.31005859375,12.5693998336792,827.468017578125,2.7985498905181885,0.7337430119514465,4,Forest
133,-106.9405861,40.43805478,-918140.0335840952,1988962.7501557486,8107,Colorado,Routt County,10.652999999999999,2166.2900390625,7.256430149078369,576.1010131835938,4.7038002014160165,0.6704170107841492,5,Shrubland
134,-106.5726943,38.2122891,-915089.1992796266,1737574.6192827404,8109,Colorado,Saguache County,3.6919999999999997,3063.06005859375,14.628399848937988,519.6500244140625,2.444499969482422,0.5959349870681763,4,Forest
